CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,lon_x1,lat_y1,lon_x2,lat_y2
Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20171013,Monitoring,12.04382643,55.67119801,12.04366129,55.67030767
Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20180912,Monitoring,12.04382643,55.67119801,12.04366129,55.67030767
Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20160711,Monitoring,12.04382643,55.67119801,12.04366129,55.67030767
Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20170712,Monitoring,12.04382643,55.67119801,12.04366129,55.67030767
Aegean Greeners,Bella Vista Beach,GR,Mediterranean Sea,151,Rural,Pebbels,20191102,Cleanup,26.14456477,38.36288598,26.14372796,38.36408434
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20180314,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170913,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170614,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20171025,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20171213,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20180207,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20171115,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170823,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170705,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170503,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170412,Cleanup,9.358074695,47.43329174,9.358549716,47.43350793
Black Sea Eco Academy,KOBULETI beach near sea park,GE,Black Sea,100,Urban,Pebbels,20210615,Monitoring,41.77320531,41.81998678,41.77344123,41.82143397
Surfrider Foundation Europe,"MARINA DI CURINGA Strada Statale 18, 88022 CURINGA, Italie",IT,Mediterranean Sea,88,,,20150614,Cleanup,16.2211,38.8385,16.2221,38.8385
gBqsPxAZ,Jan A. Jensen,DK,North-east Atlantic Ocean,1731,Urban,Other (mixed),20150609,Cleanup,12.59096531,56.05251822,12.61284854,56.04274567
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170510,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170910,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20180226,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20171011,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170410,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20171227,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20180325,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170716,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170610,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20170812,Cleanup,8.691961124,47.21954684,8.692141398,47.21951575
Swiss Litter Report,Rhein_Basel,CH,,58,,,20170430,Cleanup,7.601085634,47.55680179,7.6003116,47.55679183
Swiss Litter Report,Rhein_Basel,CH,,58,,,20170524,Cleanup,7.601085634,47.55680179,7.6003116,47.55679183
gBqsPxAZ,Plage de la Petite Afrique,FR,Mediterranean Sea,101,Urban,Pebbels,20180115,Cleanup,7.339616144,43.71231261,7.340581956,43.71288717
Surfrider Foundation Europe,"6 Avenue Denis Semeria, 06230 Saint-Jean-Cap-Ferrat, France",,Mediterranean Sea,150,,,20190312,Cleanup,7.3329849,43.6913845,7.3329849,43.69138451
Wings of the Ocean,Over Plaja d'El Toro,,Mediterranean Sea,79,Rural,Rocky,20210217,Cleanup,2.479691505,39.49201151,2.479916811,39.4913243
Wings of the Ocean,Over Plaja d'El Toro,,Mediterranean Sea,79,Rural,Rocky,20210216,Cleanup,2.479691505,39.49201151,2.479916811,39.4913243
Surfrider Foundation Europe,"Mutriku, Gipuzkoa, Espa_",ES,North-east Atlantic Ocean,100,,,20190930,Monitoring,-2.3872807,43.3059287,-2.3872807,43.30592871
Surfrider Foundation Europe,"25 Rue du Castel, 14520 Port-en-Bessin-Huppain, France",FR,North-east Atlantic Ocean,72,,,20160109,Cleanup,-0.754409,49.3493,-0.753409,49.3493
Surfrider Foundation Europe,"5468 Route du Minou, 29280 Plouzan, France",FR,North-east Atlantic Ocean,73,,,20150425,Cleanup,-4.61536,48.3401,-4.61436,48.3401
Athens Goulandri Natural History Museum,??????? ????????? ??????? ????????,GR,Mediterranean Sea,76,Urban,Sandy,20150510,Cleanup,23.81457003,38.0740119,23.81500992,38.07460311
Legambiente Onlus,"Spiaggia di Agnone, Montecorice (SA)",IT,Mediterranean Sea,100,,,20170429,Monitoring,14.99329,40.21735,14.99429,40.21735
gBqsPxAZ,Widemouth Bay,UK,North-east Atlantic Ocean,515,,,20190127,Cleanup,-4.558868698,50.79215429,-4.559095704,50.78751947
Marnoba,"Sotillo, Granada",ES,Mediterranean Sea,100,,Other (mixed),20171015,Cleanup,-3.36500001,36.73277664,-3.36400001,36.73277664
gBqsPxAZ,Ladram Bay,UK,North-east Atlantic Ocean,160,,,20150328,Cleanup,-3.280212053,50.65810185,-3.278261291,50.65886133
gBqsPxAZ,toeno,FR,North-east Atlantic Ocean,103,Rural,Other (mixed),20160511,Cleanup,-3.581422114,48.7880183,-3.580730299,48.78720488
Surfrider Foundation Europe,"6-7 Boulevard Albert 1er, 44600 Saint-Nazaire, France",FR,North-east Atlantic Ocean,75,,,20150321,Cleanup,-2.22741,47.2575,-2.22641,47.2575
Surfrider Foundation Europe,"salle des fetes, 63320 Chidrac, France",Int,,78,,,20150321,Cleanup,3.14399,45.5536,3.14499,45.5536
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20170715,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20170924,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20170809,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20180119,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20170509,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20171016,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20180214,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20180307,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20170614,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20171227,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20170423,Monitoring,8.446933418,47.40940032,8.447313214,47.40940959
Swiss Litter Report,Limmat_Unterengstringen_OggierB_rer,CH,,28,Urban,Other (mixed),20171130,Cleanup,8.446933418,47.40940032,8.447313214,47.40940959
Surfrider Foundation Europe,"66 Route de la Pointe du Bill, 56860 S?n?, France",,North-east Atlantic Ocean,350,,,20190519,Cleanup,-2.7339527,47.600351,-2.7339527,47.60035101
Legambiente Onlus,"Spiaggia di Punta delle Formiche, Pachino (SR)",IT,Mediterranean Sea,100,,,20160501,Monitoring,15.05526,36.66732,15.05626,36.66732
Surfrider Foundation Europe,"17 Le Marais, 50660 Lingreville, France",FR,North-east Atlantic Ocean,72,,,20150516,Cleanup,-1.56266,48.944,-1.56166,48.944
Surfrider Foundation Europe,"Calanque du Mugel, 13600 La Ciotat, France",,Mediterranean Sea,350,,,20190921,Cleanup,5.6057408,43.1662481,5.6057408,43.16624811
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20180920,Cleanup,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20170412,Cleanup,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20210520,Monitoring,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20201107,Monitoring,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20171018,Cleanup,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20160412,Cleanup,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20200518,Monitoring,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20180418,Cleanup,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20161012,Cleanup,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20150414,Cleanup,28.63048,44.31021,28.63005,44.30936
Surfrider Foundation Europe,"36 Zurriola Hiribidea, 20002 Donostia, Espagne",ES,North-east Atlantic Ocean,81,,,20151220,Cleanup,-1.97485,43.3258,-1.97385,43.3258
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20171231,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170508,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20171030,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170930,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170715,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170820,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170601,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20180324,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20171130,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20180129,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20180226,Cleanup,8.618421358,47.19150123,8.618737454,47.19110211
WWF Denmark,Flyvesandet,DK,Baltic Sea,794,Rural,Sandy,20190509,Cleanup,10.31332946,55.62206721,10.30059465,55.62255774
Surfrider Foundation Europe,"Unnamed Road, 85560, Longeville-sur-Mer, France",,North-east Atlantic Ocean,4000,,,20190922,Cleanup,-1.4886839,46.424169,-1.4886839,46.42416901
Marnoba,"Coroso, A Coru_",ES,North-east Atlantic Ocean,100,Urban,Sandy,20171215,Cleanup,-8.981269,42.568436,-8.980269,42.568436
Plastic Change,Svanem_len,DK,North-east Atlantic Ocean,82,Urban,Sandy,20171114,Cleanup,12.58373429,55.72004695,12.58323741,55.72073474
Surfrider Foundation Europe,"15 Avenue de la Plage, 86240 Ligug?, France",,Unknown,2500,,,20190519,Cleanup,0.3347186,46.5173949,0.3347186,46.51739491
"Mediterranean Information Office for Environment, Culture and Sustainable Development (MIO-ECSDE)",Cherronisi,GR,Mediterranean Sea,90,,,20161002,Cleanup,22.775938,37.382319,22.776938,37.382319
Legambiente Onlus,"Spiaggia Torre del Sinarca, Termoli (CB)",IT,Mediterranean Sea,100,,,20170429,Monitoring,14.9605,42.0092,14.9615,42.0092
gBqsPxAZ,Ved Munkholmbroen,DK,North-east Atlantic Ocean,126,Rural,Sandy,20160418,Cleanup,11.81331429,55.67370318,11.81509349,55.67423929
Surfrider Foundation Europe,"517 Calle Buen Pastor, 11100 San Fernando, Espagne",ES,North-east Atlantic Ocean,92,,,20150628,Cleanup,-6.22444,36.4179,-6.22344,36.4179
Plastic Change,lemvig strand,null,North-east Atlantic Ocean,87,,,20200418,Cleanup,8.305556729,56.56089958,8.305851376,56.5616718
Marnoba,"Agiti, Gipuzkoa",ES,North-east Atlantic Ocean,100,Rural,Sandy,20180124,Cleanup,-2.074166536,43.30805588,-2.073166536,43.30805588
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20170530,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180228,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20171005,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180131,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180331,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20170802,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20171231,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20170430,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20170629,Cleanup,8.675699123,47.36357229,8.676283172,47.36384326
Legambiente Onlus,"Spiaggia di Chiarone, Capalbio (GR)",IT,Mediterranean Sea,100,,,20170405,Monitoring,11.4481,42.37846,11.4491,42.37846
gBqsPxAZ,Capaci,IT,Mediterranean Sea,449,Near river mouth,Sandy,20210605,Monitoring,13.2254495,38.17894834,13.22985196,38.18102969
UK Marine Conservation Society,Sand Bay,UK,North-east Atlantic Ocean,69,,,20160917,Monitoring,-2.961770296,51.37673635,-2.960770296,51.37673635
Surfrider Foundation Europe,"1433 Rue Lucien Collinet, 85270 Saint-Hilaire-de-Riez, France",,North-east Atlantic Ocean,350,,,20191028,Cleanup,-1.9784716,46.7122412,-1.9784716,46.71224121
Surfrider Foundation Europe,"Avenue du Gressier Le Porge, 33680 Le Porge, France",FR,North-east Atlantic Ocean,79,,,20150321,Cleanup,-1.21611,44.8911,-1.21511,44.8911
Legambiente Onlus,Parco Cimino - Taranto (TA),IT,Mediterranean Sea,100,,,20180423,Monitoring,0.000155398,0.000363537,0.000155407,0.000363537
Legambiente Onlus,"Spiaggia Vascello doro, Comacchio (FE)",IT,Mediterranean Sea,100,,,20170413,Monitoring,12.24045,44.70613,12.24145,44.70613
Surfrider Foundation Europe,"Unnamed Road, 85340 Olonne-sur-Mer, France",,North-east Atlantic Ocean,750,,,20190916,Cleanup,-1.772826,46.536402,-1.772826,46.53640201
Plastic Change,Hellerup Strand,DK,North-east Atlantic Ocean,96,,,20200127,Cleanup,12.58228093,55.73233443,12.58224724,55.73319745
Marnoba,"El Sombrerico, Almer_",ES,Mediterranean Sea,100,Rural,Pebbels,20170103,Cleanup,-1.849968,37.078449,-1.848968,37.078449
Surfrider Foundation Europe,"Murgita, Gipuzkoa, Espa_",,Unknown,100,,,20191015,Monitoring,-2.2236667,43.0756299,-2.2236667,43.07562991
Surfrider Foundation Europe,"19 Boulevard maritime Nord, 80120 Quend, France",FR,North-east Atlantic Ocean,70,,,20150321,Cleanup,1.54585,50.3237,1.54685,50.3237
gBqsPxAZ,Praia da L_ua 100 metros sul,PT,North-east Atlantic Ocean,102,Rural,Sandy,20160917,Cleanup,-9.069826791,39.65370842,-9.070055037,39.65281044
gBqsPxAZ,Cala Cortina,ES,Mediterranean Sea,131,Urban,Rocky,20180821,Cleanup,-0.975677049,37.58160661,-0.974752027,37.58069776
Surfrider Foundation Europe,"Route des Calanques, 13009 Marseille, France",,Mediterranean Sea,350,,,20190523,Cleanup,5.4510852,43.226866,5.4510852,43.22686601
Legambiente Onlus,Stazione Tollo lido Riccio di Ortona (CH),IT,Mediterranean Sea,100,,,20150705,Monitoring,14.35259,42.3891,14.35359,42.3891
Swiss Litter Report,aare_solothurn_nguyena,CH,,37,Urban,Other (mixed),20170421,Cleanup,7.524224708,47.19774949,7.524705807,47.19767494
Swiss Litter Report,aare_solothurn_nguyena,CH,,37,Urban,Other (mixed),20170723,Cleanup,7.524224708,47.19774949,7.524705807,47.19767494
Swiss Litter Report,aare_solothurn_nguyena,CH,,37,Urban,Other (mixed),20170510,Cleanup,7.524224708,47.19774949,7.524705807,47.19767494
Surfrider Foundation Europe,"Ramonette Le Palais, 56360 Le Palais, France",FR,North-east Atlantic Ocean,75,,,20150619,Cleanup,-3.1494,47.3435,-3.1484,47.3435
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20190625,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20151014,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20160715,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20200728,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20170406,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20210327,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180409,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20181026,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20160424,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20150424,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20150715,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180709,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20170621,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20190417,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20171016,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20161020,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20200930,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20190920,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20200420,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Marnoba,"Nord de Torreblanca, Castell_/Castell",ES,Mediterranean Sea,100,Rural,Sandy,20180930,Cleanup,0.240233,40.200839,0.241233,40.200839
DeFishGear - Slovenia,Bele Skale 1,SI,Mediterranean Sea,1176,Rural,Pebbels,20170923,Cleanup,13.64003124,45.53294709,13.62533291,45.53523376
Surfrider Foundation Europe,"Carrer de Felici? Fuster, 2, 07006 Palma, Illes Balears, Espa?a",ES,Mediterranean Sea,350,,,20190529,Cleanup,2.663253,39.5631599,2.663253,39.56315991
Surfrider Foundation Europe,"215 Route de la Plage, 76111 Vattetot-sur-Mer, France",FR,North-east Atlantic Ocean,71,,,20151010,Cleanup,0.290844,49.7378,0.291844,49.7378
Surfrider Foundation Europe,"Centre Commercial Auchan, 86100 Ch?tellerault, France",,Unknown,4000,,,20190913,Cleanup,0.5280848,46.7979984,0.5280848,46.79799841
Surfrider Foundation Europe,"Plage du Grand Crohot, 33950 L?ge-Cap-Ferret, France",FR,North-east Atlantic Ocean,350,,,20190519,Cleanup,-1.234257,44.7973105,-1.234257,44.79731051
Legambiente Onlus,"Spiaggia Isola delle Correnti, Portopalo di Capo Passero (SR)",IT,Mediterranean Sea,100,,,20150509,Monitoring,15.0802,36.64875,15.0812,36.64875
Surfrider Foundation Europe,"Plage de la Courtade Hy?res, 83400 Hy?res, France",FR,Mediterranean Sea,82,,,20150326,Cleanup,6.20781,43.0019,6.20881,43.0019
Surfrider Foundation Europe,"9 Avenue Jeanne d'Arc, 33460 Margaux, France",,Unknown,10000,,,20190505,Cleanup,-0.6783533,45.0407351,-0.6783533,45.04073511
Monitoraggio Strategia Marina  Ministero dell_mbiente,Montalto di Castro,IT,Mediterranean Sea,99,,,20180320,Monitoring,11.582,42.32388,11.583,42.32388
Monitoraggio Strategia Marina  Ministero dell_mbiente,Montalto di Castro,IT,Mediterranean Sea,99,,,20171121,Monitoring,11.582,42.32388,11.583,42.32388
Monitoraggio Strategia Marina  Ministero dell_mbiente,Montalto di Castro,IT,Mediterranean Sea,99,,,20170301,Monitoring,11.582,42.32388,11.583,42.32388
Monitoraggio Strategia Marina  Ministero dell_mbiente,Montalto di Castro,IT,Mediterranean Sea,99,,,20181218,Monitoring,11.582,42.32388,11.583,42.32388
Monitoraggio Strategia Marina  Ministero dell_mbiente,San Teodoro La Cinta,IT,Mediterranean Sea,99,,,20180319,Monitoring,9.67479,40.78152,9.67579,40.78152
Monitoraggio Strategia Marina  Ministero dell_mbiente,San Teodoro La Cinta,IT,Mediterranean Sea,99,,,20171113,Monitoring,9.67479,40.78152,9.67579,40.78152
Monitoraggio Strategia Marina  Ministero dell_mbiente,San Teodoro La Cinta,IT,Mediterranean Sea,99,,,20181128,Monitoring,9.67479,40.78152,9.67579,40.78152
Monitoraggio Strategia Marina  Ministero dell_mbiente,San Teodoro La Cinta,IT,Mediterranean Sea,99,,,20170306,Monitoring,9.67479,40.78152,9.67579,40.78152
gBqsPxAZ,Ponton,BA,,86,Urban,Other (mixed),20160519,Cleanup,19.10840665,44.36865517,19.10908386,44.36925568
Surfrider Foundation Europe,"1 rue de Cayenne, 76260 Eu, France",FR,North-east Atlantic Ocean,71,,,20150321,Cleanup,1.4196,50.0489,1.4206,50.0489
Blue Flag Turkey,Kumkoy Public Beach,TR,Mediterranean Sea,78,Urban,Sandy,20201013,Monitoring,30.92491,36.853787,30.925781,36.853878
Blue Flag Turkey,Kumkoy Public Beach,TR,Mediterranean Sea,78,Urban,Sandy,20210122,Monitoring,30.92491,36.853787,30.925781,36.853878
Blue Flag Turkey,Kumkoy Public Beach,TR,Mediterranean Sea,78,Urban,Sandy,20210421,Monitoring,30.92491,36.853787,30.925781,36.853878
Blue Flag Turkey,Kumkoy Public Beach,TR,Mediterranean Sea,78,Urban,Sandy,20210812,Monitoring,30.92491,36.853787,30.925781,36.853878
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina di Castagneto,IT,Mediterranean Sea,111,,,20180412,Monitoring,10.53989,43.14928,10.54089,43.14928
gBqsPxAZ,Barceloneta beach,ES,Mediterranean Sea,47,Urban,Other (mixed),20201129,Cleanup,2.195720673,41.38151,2.19602108,41.38115579
Surfrider Foundation Europe,"10 Rue de Mer Melen, 22610 Pleubian, France",FR,North-east Atlantic Ocean,73,,,20150405,Cleanup,-3.0925,48.8699,-3.0915,48.8699
Surfrider Foundation Europe,"1237 Route de la Barre, 40220 Tarnos, France",FR,North-east Atlantic Ocean,750,,,20190614,Cleanup,-3.9791869,47.8894539,-3.9791869,47.88945391
Surfrider Foundation Europe,"Plage du Port Morvan, France",FR,North-east Atlantic Ocean,150,,,20190528,Cleanup,-2.580393,48.570205,-2.580393,48.57020501
