CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,lon_x1,lat_y1,lon_x2,lat_y2
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20170529,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20170710,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20170622,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20170821,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20170524,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20170724,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20180330,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20171228,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20180126,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20170710,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20170508,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Surfrider Foundation Europe,"34 Boulevard de la Mer, 85800 Saint-Gilles-Croix-de-Vie, France",FR,North-east Atlantic Ocean,76,,,20150321,Cleanup,-1.95575,46.6952,-1.95475,46.6952
gBqsPxAZ,Playa de Bolnuevo,ES,Mediterranean Sea,1533,Rural,Sandy,20180823,Cleanup,-1.31511029,37.5625838,-1.298347262,37.56003776
gBqsPxAZ,Plage de Pramousquier,FR,Mediterranean Sea,204,Rural,Sandy,20210131,Cleanup,6.447401,43.151441,6.448861,43.152937
Swiss Litter Report,Reuss,CH,,4,Rural,Sandy,20170424,Cleanup,8.356849251,47.32986914,8.356795838,47.32986877
gBqsPxAZ,Fonte da Telha,PT,North-east Atlantic Ocean,450,Rural,Sandy,20161001,Cleanup,-9.189903473,38.55838159,-9.188484689,38.55448598
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20171025,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20171122,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20170921,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20180227,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20180130,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20170927,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20160414,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20200709,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20180918,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
Aarhus University - Denmark,Fjordskolen,DK,North-east Atlantic Ocean,100,Rural,Other (mixed),20200405,Monitoring,11.8282,55.6822,11.8292,55.6829
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170520,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170715,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170923,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170423,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
OceanCare Cleanups,Siracusa I,IT,Mediterranean Sea,31,Urban,Sandy,20180619,Cleanup,15.2920724,37.05790689,15.29221123,37.05764826
Estonian Green Movement,Dirhami I,EE,Baltic Sea,57,,,20161021,Monitoring,23.48965,59.20724,23.49065,59.20724
Surfrider Foundation Europe,Olive tree field beach,GR,Mediterranean Sea,530,,,20160608,Cleanup,24.55819536,40.73956775,24.56031871,40.74405388
Monitoraggio Strategia Marina  Ministero dell_mbiente,Oristano Is Arenas,IT,Mediterranean Sea,99,,,20181123,Monitoring,8.44399,40.04749,8.44499,40.04749
UkrSCES Institution,Beach Rakhiv 1,UA,Unknown,104,Rural,Other (mixed),20210814,Monitoring,24.19997442,47.97531288,24.19937628,47.97615681
MELTEMI Exhibition Centre Chios,Beatiful view 2,GR,Mediterranean Sea,89,Urban,Sandy,20200526,Cleanup,26.13382253,38.41625054,26.13432681,38.41554401
Surfrider Foundation Europe,"Plage des Hemmes de Marck, Avenue de la Mer, 62730 Marck, France",,North-east Atlantic Ocean,2000,,,20190519,Cleanup,1.9619125,50.9868115,1.9619125,50.98681151
Surfrider Foundation Europe,"D58, 78320 Le Mesnil-Saint-Denis, France",,Unknown,350,,,20190518,Cleanup,1.9634124,48.7409325,1.9634124,48.74093251
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20171127,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20170409,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20170810,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20180223,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Surfrider Foundation Europe,"Rue Ren? Gambier, 80450 Camon, France",,Unknown,750,,,20190720,Cleanup,2.3523668,49.8822236,2.3523668,49.88222361
MELTEMI BalkanMed,Apothika A,GR,Mediterranean Sea,51,Rural,Other (mixed),20181013,Monitoring,25.885695,38.244116,25.885243,38.244406
MELTEMI BalkanMed,Apothika A,GR,Mediterranean Sea,51,Rural,Other (mixed),20180404,Monitoring,25.885695,38.244116,25.885243,38.244406
Surfrider Foundation Europe,inpernupe 2,ES,North-east Atlantic Ocean,68,Rural,Rocky,20151031,Cleanup,-2.251531205,43.30249549,-2.250696499,43.30252539
Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20170424,Cleanup,7.792304073,47.21653324,7.792293051,47.21640588
Legambiente Onlus,Riserva naturale regionale della Sentina San Benedetto del Tronto (AP),IT,Mediterranean Sea,100,,,20180430,Monitoring,0.000125006,0.000385336,0.000125015,0.000385336
Surfrider Foundation Europe,Le Havre,FR,North-east Atlantic Ocean,152,Urban,Rocky,20190413,Cleanup,0.094096142,49.49387923,0.0920574,49.49349895
Surfrider Foundation Europe,"2 Place de la Concorde, 33680 Lacanau, France",FR,North-east Atlantic Ocean,78,,,20150510,Cleanup,-1.20326,44.9935,-1.20226,44.9935
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20171116,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20171230,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180131,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170806,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Monitoraggio Strategia Marina  Ministero dell_mbiente,Oristano Is Arenas,IT,Mediterranean Sea,99,,,20171206,Monitoring,8.44399,40.04749,8.44499,40.04749
Monitoraggio Strategia Marina  Ministero dell_mbiente,Oristano Is Arenas,IT,Mediterranean Sea,99,,,20180328,Monitoring,8.44399,40.04749,8.44499,40.04749
Monitoraggio Strategia Marina  Ministero dell_mbiente,Oristano Is Arenas,IT,Mediterranean Sea,99,,,20170322,Monitoring,8.44399,40.04749,8.44499,40.04749
Archipelagos Institute of Marine Conservation,"Aghios Nikolaos,1",GR,Mediterranean Sea,46,Rural,Pebbels,20150303,Cleanup,26.9669381,37.69734912,26.96735653,37.69758682
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20180324,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20171020,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20170928,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20180128,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20170608,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20180322,Cleanup,8.687503763,47.254754,8.687641299,47.2546799
Legambiente Onlus,Romagnolo Palermo (PA),IT,Mediterranean Sea,100,,,20180426,Monitoring,0.000120315,0.000342296,0.000120324,0.000342296
Surfers Against Sewage,"Towan Beach, Newquay",UK,North-east Atlantic Ocean,87,Urban,Sandy,20150613,Cleanup,-5.084430559,50.41515316,-5.083201283,50.4152327
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20170414,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
Swiss Litter Report,sitter_gaiserwald_buehlerf,CH,,14,Urban,Pebbels,20171227,Cleanup,9.340103749,47.42516095,9.340115386,47.42503771
gBqsPxAZ,avra,,Mediterranean Sea,249,Urban,Other (mixed),20191008,Cleanup,23.42615568,37.74839773,23.42364576,37.74935501
Marnoba,"Los Berengueles, Granada",ES,Mediterranean Sea,100,Urban,Sandy,20151230,Cleanup,-3.727777719,36.72333527,-3.726777719,36.72333527
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20170930,Cleanup,8.409539782,47.40798906,8.409789939,47.40852153
Monitoraggio Strategia Marina  Ministero dell_mbiente,Mondello,IT,Mediterranean Sea,99,,,20171121,Monitoring,13.33224,38.19725,13.33324,38.19725
Monitoraggio Strategia Marina  Ministero dell_mbiente,Mondello,IT,Mediterranean Sea,99,,,20180411,Monitoring,13.33224,38.19725,13.33324,38.19725
Monitoraggio Strategia Marina  Ministero dell_mbiente,Mondello,IT,Mediterranean Sea,99,,,20170420,Monitoring,13.33224,38.19725,13.33324,38.19725
Monitoraggio Strategia Marina  Ministero dell_mbiente,Mondello,IT,Mediterranean Sea,99,,,20181025,Monitoring,13.33224,38.19725,13.33324,38.19725
gBqsPxAZ,Victoria Park,UK,North-east Atlantic Ocean,1083,Urban,Other (mixed),20171104,Cleanup,-2.563531279,56.56104248,-2.579194645,56.55640496
Surfrider Foundation Europe,Blankenberg beach,NL,North-east Atlantic Ocean,92,Urban,Sandy,20160812,Cleanup,4.172742818,52.03724302,4.173381879,52.03797482
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20171123,Monitoring,13.62293341,45.53586968,13.62184979,45.53643754
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20170921,Monitoring,13.62293341,45.53586968,13.62184979,45.53643754
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170730,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170925,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170413,Monitoring,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20180119,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20171028,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20180120,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170618,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170813,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20170527,Cleanup,8.409539782,47.40798906,8.409789939,47.40852153
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20171127,Cleanup,8.409539782,47.40798906,8.409789939,47.40852153
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20180329,Cleanup,8.409539782,47.40798906,8.409789939,47.40852153
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20171028,Cleanup,8.409539782,47.40798906,8.409789939,47.40852153
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20170803,Cleanup,8.409539782,47.40798906,8.409789939,47.40852153
Wings of the Ocean,Praia do Vigario left,PT,North-east Atlantic Ocean,105,Urban,Pebbels,20210406,Cleanup,-16.97937012,32.6489397,-16.98026061,32.64950882
Legambiente Onlus,Spiaggia Torrette di Ancona (AN),IT,Mediterranean Sea,100,,,20170424,Monitoring,13.4522,43.61099,13.4532,43.61099
WWF Denmark,Hornb_ Plantage,DK,North-east Atlantic Ocean,630,Rural,Sandy,20190902,Cleanup,12.48819997,56.09160622,12.49843016,56.09133592
Legambiente Onlus,Spiaggia dell'Arenella Siracusa (SR),IT,Mediterranean Sea,100,,,20180428,Monitoring,0.000137122,0.000332334,0.000137131,0.000332334
Surfrider Foundation Europe,"Viale Nettuno Lido di Metaponto, 75012 Lido di Metaponto, Italie",IT,Mediterranean Sea,86,,,20150426,Cleanup,16.8366,40.3594,16.8376,40.3594
Surfrider Foundation Europe,"10 Rue Paul-Emile Victor, 14150 Ouistreham, France",FR,North-east Atlantic Ocean,72,,,20160320,Cleanup,-0.247527,49.2795,-0.246527,49.2795
Swiss Litter Report,reuss_h_enberg_eberhardy,CH,,28,Rural,Other (mixed),20180226,Cleanup,8.401012085,47.23297549,8.401218684,47.23318606
Swiss Litter Report,reuss_h_enberg_eberhardy,CH,,28,Rural,Other (mixed),20170612,Cleanup,8.401012085,47.23297549,8.401218684,47.23318606
Swiss Litter Report,reuss_h_enberg_eberhardy,CH,,28,Rural,Other (mixed),20170709,Cleanup,8.401012085,47.23297549,8.401218684,47.23318606
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20180910,Monitoring,13.62293341,45.53586968,13.62184979,45.53643754
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20180410,Monitoring,13.62293341,45.53586968,13.62184979,45.53643754
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20150318,Monitoring,13.62293341,45.53586968,13.62184979,45.53643754
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20170529,Monitoring,13.62293341,45.53586968,13.62184979,45.53643754
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20170728,Monitoring,13.62293341,45.53586968,13.62184979,45.53643754
DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20180716,Monitoring,13.62293341,45.53586968,13.62184979,45.53643754
Legambiente Onlus,"Spiaggia di Mappatello, Torre Annunziata (NA)",IT,Mediterranean Sea,100,,,20160507,Monitoring,14.44244,40.75273,14.44344,40.75273
Perseus,Mangalia 2,RO,Black Sea,2081,Urban,Sandy,20150629,Cleanup,28.5891891,43.80922106,28.59271215,43.82778026
Perseus,Mangalia 2,RO,Black Sea,2081,Urban,Sandy,20150113,Cleanup,28.5891891,43.80922106,28.59271215,43.82778026
Marnoba,"El Descargador, Almer_",ES,Mediterranean Sea,100,Urban,Sandy,20180626,Cleanup,-1.827766657,37.14087296,-1.826766657,37.14087296
Archipelagos,Church Beach,GR,Mediterranean Sea,0,Rural,Other (mixed),20150119,Cleanup,26.96849349,37.6984206,26.96849349,37.6984206
Legambiente Onlus,Spiaggia di Sampieri Scicli (RG),IT,Mediterranean Sea,100,,,20180426,Monitoring,0.000132434,0.000329865,0.000132443,0.000329865
Surfrider Foundation Europe,"11 Lotissement California, 20290 Lucciana, France",FR,Mediterranean Sea,1250,,,20190604,Cleanup,9.5301091,42.5482863,9.5301091,42.54828631
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20171118,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20180223,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20171216,Cleanup,8.760358841,47.14139385,8.760347463,47.1419862
Marnoba,"Platja de la Murtra, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20160611,Cleanup,2.606263,41.594577,2.607263,41.594577
Surfers Against Sewage,"Towan Beach, Newquay",UK,North-east Atlantic Ocean,87,Urban,Sandy,20150912,Cleanup,-5.084430559,50.41515316,-5.083201283,50.4152327
Surfers Against Sewage,"Towan Beach, Newquay",UK,North-east Atlantic Ocean,87,Urban,Sandy,20150717,Cleanup,-5.084430559,50.41515316,-5.083201283,50.4152327
Surfers Against Sewage,"Towan Beach, Newquay",UK,North-east Atlantic Ocean,87,Urban,Sandy,20150411,Cleanup,-5.084430559,50.41515316,-5.083201283,50.4152327
Marnoba,"Pu_l, Valencia/Val_cia",ES,Mediterranean Sea,100,Urban,Sandy,20161007,Cleanup,-0.265411,39.5261116,-0.264411,39.5261116
Marnoba,"Perdouro, Lugo",ES,North-east Atlantic Ocean,100,Rural,Sandy,20150613,Cleanup,-7.350471631,43.64829446,-7.349471631,43.64829446
GEO BSMARINELITTER,Kobuleti-2015,GE,Black Sea,51,Rural,Pebbels,20151023,Monitoring,41.771141,41.8958545,41.771262,41.895405
Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20171119,Cleanup,7.4527897,46.97100972,7.452812226,46.97084834
Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20180213,Cleanup,7.4527897,46.97100972,7.452812226,46.97084834
Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20170402,Cleanup,7.4527897,46.97100972,7.452812226,46.97084834
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170819,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170709,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170507,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170527,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20170915,Cleanup,7.4527897,46.97100972,7.452812226,46.97084834
Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20170521,Cleanup,7.4527897,46.97100972,7.452812226,46.97084834
Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20170709,Cleanup,7.4527897,46.97100972,7.452812226,46.97084834
Monitoraggio Strategia Marina  Ministero dell_mbiente,Pineto localit? Scerne di Pineto,IT,Mediterranean Sea,99,,,20180309,Monitoring,14.04035,42.65099,14.04135,42.65099
Monitoraggio Strategia Marina  Ministero dell_mbiente,Pineto localit? Scerne di Pineto,IT,Mediterranean Sea,99,,,20181115,Monitoring,14.04035,42.65099,14.04135,42.65099
Monitoraggio Strategia Marina  Ministero dell_mbiente,Pineto localit? Scerne di Pineto,IT,Mediterranean Sea,99,,,20170309,Monitoring,14.04035,42.65099,14.04135,42.65099
Monitoraggio Strategia Marina  Ministero dell_mbiente,Pineto localit? Scerne di Pineto,IT,Mediterranean Sea,99,,,20171121,Monitoring,14.04035,42.65099,14.04135,42.65099
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170726,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170626,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170410,Monitoring,9.198334671,47.52407261,9.197132864,47.52438768
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170827,Cleanup,9.198334671,47.52407261,9.197132864,47.52438768
Surfrider Foundation Europe,"centre UCPA, 40140 Soustons, France",Int,North-east Atlantic Ocean,80,,,20150413,Cleanup,-1.3269,43.7556,-1.3259,43.7556
Surfrider Foundation Europe,"37 Lotissement Calanques du Pin de Galle, 83220 Le Pradet, France",FR,Mediterranean Sea,150,,,20190608,Cleanup,6.0057855,43.1043212,6.0057855,43.10432121
Swiss Litter Report,arve_carouge_battistellak,CH,,56,Urban,Sandy,20170731,Cleanup,6.154318667,46.17849118,6.154981568,46.17828964
Swiss Litter Report,arve_carouge_battistellak,CH,,56,Urban,Sandy,20171031,Cleanup,6.154318667,46.17849118,6.154981568,46.17828964
